time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2025-02-24T06:10:41.308Z,0.997425,116.79749833333332,217.0,7.0,0.0,0.0,5,gps,,,,,,,,99,
2025-02-24T06:10:47.000Z,0.9975133333333334,116.79757666666667,145.0,4.6,98.74,0.03911889,9,gps,,,,,,,,99,
2025-02-24T06:10:53.000Z,0.9975133333333334,116.79762666666666,122.9,3.8,279.28,0.045295555,10,gps,,,,,,,,99,
2025-02-24T06:10:59.000Z,0.9975033333333333,116.79762833333334,119.8,3.5,213.08,0.10397389,10,gps,,,,,,,,99,
2025-02-24T06:11:05.000Z,0.997495,116.79769999999999,106.5,2.5,60.39,0.08235556,12,gps,,,,,,,,99,
2025-02-24T06:11:11.000Z,0.9975016666666666,116.79774166666667,103.0,2.2,137.84,0.03911889,12,gps,,,,,,,,99,
2025-02-24T06:11:17.000Z,0.9975033333333333,116.79774333333334,103.1,1.8,193.48,0.0,14,gps,,,,,,,,99,
2025-02-24T06:11:23.000Z,0.9975033333333333,116.79774333333334,103.1,1.7,193.48,0.0,14,gps,,,,,,,,99,
2025-02-24T06:11:29.000Z,0.9975033333333333,116.79774333333334,103.1,1.7,193.48,0.0,14,gps,,,,,,,,99,
2025-02-24T06:11:35.000Z,0.9975033333333333,116.79774333333334,103.1,1.6,193.48,0.0,17,gps,,,,,,,,99,
2025-02-24T06:11:41.000Z,0.9975033333333333,116.79774333333334,103.1,1.6,193.48,0.0,17,gps,,,,,,,,99,
2025-02-24T06:11:47.000Z,0.9975033333333333,116.79774333333334,103.1,1.6,193.48,0.0,17,gps,,,,,,,,99,
2025-02-24T06:11:53.000Z,0.9975033333333333,116.79774333333334,103.1,1.6,193.48,0.0,17,gps,,,,,,,,99,
2025-02-24T06:11:59.000Z,0.9975033333333333,116.79774333333334,103.1,1.6,193.48,0.0,17,gps,,,,,,,,99,
2025-02-24T06:12:05.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,20,gps,,,,,,,,99,
2025-02-24T06:12:11.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,20,gps,,,,,,,,99,
2025-02-24T06:12:17.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,22,gps,,,,,,,,99,
2025-02-24T06:12:23.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,23,gps,,,,,,,,99,
2025-02-24T06:12:29.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,22,gps,,,,,,,,99,
2025-02-24T06:12:35.000Z,0.9975033333333333,116.79774333333334,103.1,1.5,193.48,0.0,23,gps,,,,,,,,99,
2025-02-24T06:12:41.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,24,gps,,,,,,,,99,
2025-02-24T06:12:47.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:12:53.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:12:59.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:13:05.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:13:11.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:13:17.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:13:23.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,26,gps,,,,,,,,99,
2025-02-24T06:13:29.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,27,gps,,,,,,,,99,
2025-02-24T06:13:35.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,27,gps,,,,,,,,99,
2025-02-24T06:13:41.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,27,gps,,,,,,,,99,
2025-02-24T06:13:47.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:13:53.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:13:59.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:05.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:11.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:17.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:23.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:29.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,27,gps,,,,,,,,99,
2025-02-24T06:14:35.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:41.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,28,gps,,,,,,,,99,
2025-02-24T06:14:47.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:14:53.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:14:59.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:05.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:11.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:17.000Z,0.9975033333333333,116.79774333333334,103.1,1.3,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:23.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:29.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
2025-02-24T06:15:35.000Z,0.9975033333333333,116.79774333333334,103.1,1.4,193.48,0.0,29,gps,,,,,,,,99,
