time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2025-02-24T05:31:33.000Z,0.9785900000000001,116.73434666666665,109.1,8.0,342.55,0.040663056,4,gps,,,,,,,,99,
2025-02-24T05:31:39.000Z,0.9785966666666667,116.73426333333333,98.1,5.7,242.95,0.026250834,4,gps,,,,,,,,99,
2025-02-24T05:31:45.000Z,0.9785900000000001,116.73429666666668,102.9,4.7,125.56,0.04581028,8,gps,,,,,,,,99,
2025-02-24T05:31:51.000Z,0.9785616666666667,116.73441,124.1,3.3,59.55,0.100885555,9,gps,,,,,,,,99,
2025-02-24T05:31:57.000Z,0.9785633333333333,116.73443999999999,129.1,3.1,71.78,0.11684194,9,gps,,,,,,,,99,
2025-02-24T05:32:03.000Z,0.978565,116.734445,129.3,2.9,121.95,0.0,9,gps,,,,,,,,99,
2025-02-24T05:32:09.000Z,0.978565,116.73444666666667,129.2,2.8,100.07,0.0,9,gps,,,,,,,,99,
2025-02-24T05:32:15.000Z,0.978565,116.73444666666667,129.2,2.7,100.07,0.0,10,gps,,,,,,,,99,
2025-02-24T05:32:21.000Z,0.978565,116.73444666666667,129.2,2.5,100.07,0.0,10,gps,,,,,,,,99,
2025-02-24T05:32:27.000Z,0.978565,116.73444666666667,129.2,2.1,100.07,0.0,13,gps,,,,,,,,99,
2025-02-24T05:32:33.000Z,0.978565,116.73444666666667,129.2,1.8,100.07,0.0,13,gps,,,,,,,,99,
2025-02-24T05:32:39.000Z,0.978565,116.73444666666667,129.2,1.8,100.07,0.0,13,gps,,,,,,,,99,
2025-02-24T05:32:45.000Z,0.978565,116.73444666666667,129.2,1.7,100.07,0.0,15,gps,,,,,,,,99,
2025-02-24T05:32:51.000Z,0.978565,116.73444666666667,129.2,1.7,100.07,0.0,15,gps,,,,,,,,99,
2025-02-24T05:32:57.000Z,0.978565,116.73444666666667,129.2,1.7,100.07,0.0,14,gps,,,,,,,,99,
2025-02-24T05:33:03.000Z,0.978565,116.73444666666667,129.2,1.8,100.07,0.0,15,gps,,,,,,,,99,
2025-02-24T05:33:09.000Z,0.978565,116.73444666666667,129.2,1.7,100.07,0.0,15,gps,,,,,,,,99,
2025-02-24T05:33:15.000Z,0.978565,116.73444666666667,129.2,1.7,100.07,0.0,16,gps,,,,,,,,99,
2025-02-24T05:33:21.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,16,gps,,,,,,,,99,
2025-02-24T05:33:27.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,16,gps,,,,,,,,99,
2025-02-24T05:33:33.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,18,gps,,,,,,,,99,
2025-02-24T05:33:39.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,18,gps,,,,,,,,99,
2025-02-24T05:33:45.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:33:51.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,18,gps,,,,,,,,99,
2025-02-24T05:33:57.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,17,gps,,,,,,,,99,
2025-02-24T05:34:03.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:09.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,20,gps,,,,,,,,99,
2025-02-24T05:34:15.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:21.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:27.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,18,gps,,,,,,,,99,
2025-02-24T05:34:33.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:39.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,20,gps,,,,,,,,99,
2025-02-24T05:34:45.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:51.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,19,gps,,,,,,,,99,
2025-02-24T05:34:57.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,21,gps,,,,,,,,99,
2025-02-24T05:35:03.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,18,gps,,,,,,,,99,
2025-02-24T05:35:09.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:35:15.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:35:21.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:35:27.000Z,0.978565,116.73444666666667,129.2,1.6,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:35:33.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:35:39.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:35:45.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:35:51.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:35:57.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:36:03.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:36:09.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:36:15.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:36:21.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:36:27.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:36:33.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:36:39.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:36:45.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:36:51.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:36:57.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,21,gps,,,,,,,,99,
2025-02-24T05:37:03.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:09.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:37:15.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:20.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:26.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:38.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:44.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:37:50.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,21,gps,,,,,,,,99,
2025-02-24T05:37:56.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:02.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:08.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:14.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:38:20.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,21,gps,,,,,,,,99,
2025-02-24T05:38:26.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:38.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,22,gps,,,,,,,,99,
2025-02-24T05:38:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:38:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:39:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:39:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:38.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,25,gps,,,,,,,,99,
2025-02-24T05:39:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,23,gps,,,,,,,,99,
2025-02-24T05:39:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,25,gps,,,,,,,,99,
2025-02-24T05:40:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:40:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:40:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:40:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:40:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:40:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:40:38.000Z,0.978565,116.73444666666667,129.2,1.5,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:40:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:40:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:40:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:41:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:41:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:38.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:41:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:41:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:41:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:42:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:42:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:38.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:42:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:42:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:43:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:43:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,24,gps,,,,,,,,99,
2025-02-24T05:43:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,26,gps,,,,,,,,99,
2025-02-24T05:43:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:43:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,25,gps,,,,,,,,99,
2025-02-24T05:43:32.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:43:38.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:43:44.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,27,gps,,,,,,,,99,
2025-02-24T05:43:50.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:43:56.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:44:02.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:44:08.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:44:14.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:44:20.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
2025-02-24T05:44:26.000Z,0.978565,116.73444666666667,129.2,1.4,100.07,0.0,28,gps,,,,,,,,99,
